file_name, maze_dim, upper_benchmark, lower_benchmark, score
./generated_mazes/16/maze_62_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 13.500
./generated_mazes/16/maze_63_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 15.200
./generated_mazes/16/maze_64_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 20.400
./generated_mazes/16/maze_65_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 14.800
./generated_mazes/16/maze_66_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 17.033
./generated_mazes/16/maze_67_ub-24.0666666667_lb-15.5333333333.txt, 16, 24.0666666667, 15.5333333333, 9.433
./generated_mazes/16/maze_68_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 14.200
./generated_mazes/16/maze_69_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 15.833
./generated_mazes/16/maze_70_ub-35.0666666667_lb-26.5333333333.txt, 16, 35.0666666667, 26.5333333333, 21.333
./generated_mazes/16/maze_71_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 10.700
./generated_mazes/16/maze_72_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 15.133
./generated_mazes/16/maze_73_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 18.233
./generated_mazes/16/maze_74_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 14.533
./generated_mazes/16/maze_75_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 13.033
./generated_mazes/16/maze_76_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 15.033
./generated_mazes/16/maze_77_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 18.733
./generated_mazes/16/maze_78_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 16.067
./generated_mazes/16/maze_79_ub-35.0666666667_lb-26.5333333333.txt, 16, 35.0666666667, 26.5333333333, 23.700
./generated_mazes/16/maze_80_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 16.567
./generated_mazes/16/maze_81_ub-24.0666666667_lb-15.5333333333.txt, 16, 24.0666666667, 15.5333333333, 13.800
./generated_mazes/16/maze_82_ub-31.0666666667_lb-22.5333333333.txt, 16, 31.0666666667, 22.5333333333, 22.767
./generated_mazes/16/maze_83_ub-30.0666666667_lb-21.5333333333.txt, 16, 30.0666666667, 21.5333333333, 22.600
./generated_mazes/16/maze_84_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 15.267
./generated_mazes/16/maze_85_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 19.000
./generated_mazes/16/maze_86_ub-23.0666666667_lb-14.5333333333.txt, 16, 23.0666666667, 14.5333333333, 7.467
./generated_mazes/16/maze_87_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 15.867
./generated_mazes/16/maze_88_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 18.600
./generated_mazes/16/maze_89_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 23.433
./generated_mazes/16/maze_90_ub-36.0666666667_lb-27.5333333333.txt, 16, 36.0666666667, 27.5333333333, 28.067
./generated_mazes/16/maze_91_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 20.133
./generated_mazes/16/maze_92_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 15.467
./generated_mazes/16/maze_93_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 19.633
./generated_mazes/16/maze_94_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 16.233
./generated_mazes/16/maze_95_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 9.933
./generated_mazes/16/maze_96_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 13.467
./generated_mazes/16/maze_97_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 16.467
./generated_mazes/16/maze_98_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 17.100
./generated_mazes/16/maze_99_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 15.967
