file_name, maze_dim, upper_benchmark, lower_benchmark, score
./generated_mazes/16/maze_00_ub-39.0666666667_lb-30.5333333333.txt, 16, 39.0666666667, 30.5333333333, 28.233
./generated_mazes/16/maze_01_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 15.233
./generated_mazes/16/maze_02_ub-31.0666666667_lb-22.5333333333.txt, 16, 31.0666666667, 22.5333333333, 18.367
./generated_mazes/16/maze_03_ub-32.0666666667_lb-23.5333333333.txt, 16, 32.0666666667, 23.5333333333, 21.833
./generated_mazes/16/maze_04_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 11.567
./generated_mazes/16/maze_05_ub-31.0666666667_lb-22.5333333333.txt, 16, 31.0666666667, 22.5333333333, 21.767
./generated_mazes/16/maze_06_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 17.733
./generated_mazes/16/maze_07_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 13.833
./generated_mazes/16/maze_08_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 8.767
./generated_mazes/16/maze_09_ub-23.0666666667_lb-14.5333333333.txt, 16, 23.0666666667, 14.5333333333, 7.833
./generated_mazes/16/maze_10_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 19.867
./generated_mazes/16/maze_11_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 9.333
./generated_mazes/16/maze_12_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 20.567
./generated_mazes/16/maze_13_ub-30.0666666667_lb-21.5333333333.txt, 16, 30.0666666667, 21.5333333333, 19.367
./generated_mazes/16/maze_14_ub-24.0666666667_lb-15.5333333333.txt, 16, 24.0666666667, 15.5333333333, 9.133
./generated_mazes/16/maze_15_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 16.000
./generated_mazes/16/maze_16_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 14.867
./generated_mazes/16/maze_17_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 18.167
./generated_mazes/16/maze_18_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 18.767
./generated_mazes/16/maze_19_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 17.867
./generated_mazes/16/maze_20_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 17.800
./generated_mazes/16/maze_21_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 15.967
./generated_mazes/16/maze_22_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 11.900
./generated_mazes/16/maze_23_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 1033.33333333
./generated_mazes/16/maze_24_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 18.833
./generated_mazes/16/maze_25_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 18.267
./generated_mazes/16/maze_26_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 15.733
./generated_mazes/16/maze_27_ub-23.0666666667_lb-14.5333333333.txt, 16, 23.0666666667, 14.5333333333, 7.000
./generated_mazes/16/maze_28_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 13.067
./generated_mazes/16/maze_29_ub-30.0666666667_lb-21.5333333333.txt, 16, 30.0666666667, 21.5333333333, 1033.33333333
./generated_mazes/16/maze_30_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 19.933
./generated_mazes/16/maze_31_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 15.567
./generated_mazes/16/maze_32_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 8.700
./generated_mazes/16/maze_33_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 21.467
./generated_mazes/16/maze_34_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 18.467
./generated_mazes/16/maze_35_ub-32.0666666667_lb-23.5333333333.txt, 16, 32.0666666667, 23.5333333333, 25.633
./generated_mazes/16/maze_36_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 18.633
./generated_mazes/16/maze_37_ub-31.0666666667_lb-22.5333333333.txt, 16, 31.0666666667, 22.5333333333, 22.300
./generated_mazes/16/maze_38_ub-30.0666666667_lb-21.5333333333.txt, 16, 30.0666666667, 21.5333333333, 21.533
./generated_mazes/16/maze_39_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 17.233
./generated_mazes/16/maze_40_ub-32.0666666667_lb-23.5333333333.txt, 16, 32.0666666667, 23.5333333333, 19.167
./generated_mazes/16/maze_41_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 15.067
./generated_mazes/16/maze_42_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 17.967
./generated_mazes/16/maze_43_ub-36.0666666667_lb-27.5333333333.txt, 16, 36.0666666667, 27.5333333333, 23.433
./generated_mazes/16/maze_44_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 9.267
./generated_mazes/16/maze_45_ub-23.0666666667_lb-14.5333333333.txt, 16, 23.0666666667, 14.5333333333, 6.900
./generated_mazes/16/maze_46_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 17.333
./generated_mazes/16/maze_47_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 18.367
./generated_mazes/16/maze_48_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 14.267
./generated_mazes/16/maze_49_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 11.933
./generated_mazes/16/maze_50_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 14.200
./generated_mazes/16/maze_51_ub-28.0666666667_lb-19.5333333333.txt, 16, 28.0666666667, 19.5333333333, 19.833
./generated_mazes/16/maze_52_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 12.200
./generated_mazes/16/maze_53_ub-23.0666666667_lb-14.5333333333.txt, 16, 23.0666666667, 14.5333333333, 7.100
./generated_mazes/16/maze_54_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 16.733
./generated_mazes/16/maze_55_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 16.400
./generated_mazes/16/maze_56_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 11.000
./generated_mazes/16/maze_57_ub-30.0666666667_lb-21.5333333333.txt, 16, 30.0666666667, 21.5333333333, 19.400
./generated_mazes/16/maze_58_ub-25.0666666667_lb-16.5333333333.txt, 16, 25.0666666667, 16.5333333333, 15.333
./generated_mazes/16/maze_59_ub-27.0666666667_lb-18.5333333333.txt, 16, 27.0666666667, 18.5333333333, 13.933
./generated_mazes/16/maze_60_ub-26.0666666667_lb-17.5333333333.txt, 16, 26.0666666667, 17.5333333333, 16.000
./generated_mazes/16/maze_61_ub-29.0666666667_lb-20.5333333333.txt, 16, 29.0666666667, 20.5333333333, 19.233
