file_name, maze_dim, upper_benchmark, lower_benchmark, score
./generated_mazes/12/maze_57_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 6.833
./generated_mazes/12/maze_58_ub-23.6_lb-18.8.txt, 12, 23.6, 18.8, 17.500
./generated_mazes/12/maze_59_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 11.200
./generated_mazes/12/maze_60_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.933
./generated_mazes/12/maze_61_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 11.500
./generated_mazes/12/maze_62_ub-21.6_lb-16.8.txt, 12, 21.6, 16.8, 15.267
./generated_mazes/12/maze_63_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 15.000
./generated_mazes/12/maze_64_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 11.100
./generated_mazes/12/maze_65_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 9.000
./generated_mazes/12/maze_66_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 14.233
./generated_mazes/12/maze_67_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 15.200
./generated_mazes/12/maze_68_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 6.400
./generated_mazes/12/maze_69_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 5.400
./generated_mazes/12/maze_70_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 9.300
./generated_mazes/12/maze_71_ub-22.6_lb-17.8.txt, 12, 22.6, 17.8, 15.333
./generated_mazes/12/maze_72_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 12.333
./generated_mazes/12/maze_73_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.200
./generated_mazes/12/maze_74_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 11.433
./generated_mazes/12/maze_75_ub-22.6_lb-17.8.txt, 12, 22.6, 17.8, 16.633
./generated_mazes/12/maze_76_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 12.900
./generated_mazes/12/maze_77_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 12.167
./generated_mazes/12/maze_78_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 10.533
./generated_mazes/12/maze_79_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 15.533
./generated_mazes/12/maze_80_ub-17.6_lb-12.8.txt, 12, 17.6, 12.8, 11.367
./generated_mazes/12/maze_81_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 14.867
./generated_mazes/12/maze_82_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.167
./generated_mazes/12/maze_83_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 8.867
./generated_mazes/12/maze_84_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 11.133
./generated_mazes/12/maze_85_ub-20.6_lb-15.8.txt, 12, 20.6, 15.8, 14.333
./generated_mazes/12/maze_86_ub-18.6_lb-13.8.txt, 12, 18.6, 13.8, 12.667
./generated_mazes/12/maze_87_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 11.800
./generated_mazes/12/maze_88_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 16.233
./generated_mazes/12/maze_89_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 10.200
./generated_mazes/12/maze_90_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 8.967
./generated_mazes/12/maze_91_ub-19.6_lb-14.8.txt, 12, 19.6, 14.8, 13.333
./generated_mazes/12/maze_92_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 8.233
./generated_mazes/12/maze_93_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 7.633
./generated_mazes/12/maze_94_ub-15.6_lb-10.8.txt, 12, 15.6, 10.8, 8.633
./generated_mazes/12/maze_95_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 9.333
./generated_mazes/12/maze_96_ub-16.6_lb-11.8.txt, 12, 16.6, 11.8, 11.300
./generated_mazes/12/maze_97_ub-28.6_lb-23.8.txt, 12, 28.6, 23.8, 22.133
./generated_mazes/12/maze_98_ub-22.6_lb-17.8.txt, 12, 22.6, 17.8, 17.000
./generated_mazes/12/maze_99_ub-14.6_lb-9.8.txt, 12, 14.6, 9.8, 7.000
